"","Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","clusters$cluster"
"4183","Female","Yes",37,"Yes","Homemaker",3,"High",3,1
"4184","Male","Yes",69,"No","Lawyer",0,"High",2,4
"4185","Female","Yes",51,"Yes","Engineer",6,"Average",2,1
"4186","Male","No",19,"No","Artist",10,"Low",3,5
"4187","Male","Yes",45,"Yes","Entertainment",0,"Average",2,3
"4188","Female","No",32,"No","Doctor",0,"Low",5,5
"4189","Female","No",22,"No","Doctor",3,"Low",4,5
"4190","Female","No",26,"No","Engineer",1,"Low",6,1
"4191","Female","Yes",43,"Yes","Artist",0,"High",3,5
"4192","Male","No",19,"No","Healthcare",7,"Low",2,6
"4193","Male","Yes",48,"Yes","Artist",1,"Average",3,3
"4194","Female","Yes",61,"Yes","Doctor",1,"Average",2,3
"4195","Female","No",20,"No","Marketing",1,"Low",2,5
"4196","Male","No",22,"No","Healthcare",0,"Low",4,6
"4197","Female","No",31,"Yes","Entertainment",9,"Low",3,5
"4198","Male","No",25,"Yes","Artist",9,"Low",3,5
"4199","Male","Yes",41,"Yes","Healthcare",8,"Low",3,6
"4200","Male","Yes",36,"Yes","Executive",9,"High",3,2
"4201","Male","Yes",48,"Yes","Artist",1,"High",5,5
"4202","Male","No",27,"No","Artist",1,"Low",1,5
"4203","Male","No",35,"Yes","Lawyer",1,"Low",1,4
"4204","Female","Yes",39,"Yes","Doctor",0,"Average",3,3
"4205","Male","Yes",38,"No","Executive",0,"Average",3,2
"4206","Female","Yes",57,"Yes","Artist",7,"Average",3,3
"4207","Male","No",38,"Yes","Artist",1,"Low",1,5
"4208","Male","Yes",80,"No","Artist",1,"Low",2,5
"4210","Male","Yes",61,"Yes","Entertainment",9,"Average",2,3
"4211","Male","No",29,"Yes","Healthcare",5,"Low",4,6
"4212","Female","No",23,"No","Healthcare",1,"Low",4,6
"4213","Female","Yes",83,"No","Lawyer",1,"Low",1,4
"4214","Male","Yes",37,"Yes","Entertainment",0,"Average",3,3
"4215","Male","Yes",35,"No","Artist",0,"Low",6,5
"4216","Male","Yes",41,"Yes","Doctor",9,"Average",2,3
"4218","Male","Yes",81,"No","Entertainment",1,"Low",1,5
"4219","Female","Yes",58,"Yes","Homemaker",2,"Low",1,1
"4220","Female","No",38,"No","Engineer",8,"Low",1,1
"4221","Male","Yes",18,"No","Doctor",10,"Low",2,5
"4222","Male","No",37,"Yes","Artist",1,"Low",4,5
"4223","Male","Yes",43,"No","Artist",4,"Average",2,3
"4224","Female","No",36,"Yes","Doctor",4,"Low",1,5
"4225","Female","Yes",76,"Yes","Lawyer",0,"High",2,4
"4226","Male","No",33,"No","Entertainment",14,"Low",1,5
"4227","Male","Yes",43,"No","Executive",1,"High",5,2
"4228","Male","Yes",47,"No","Executive",1,"High",7,2
"4229","Male","Yes",81,"No","Lawyer",8,"Low",2,4
"4230","Male","No",27,"Yes","Artist",10,"Low",3,5
"4231","Male","No",29,"No","Entertainment",1,"Low",5,5
"4232","Female","No",38,"Yes","Doctor",4,"Low",3,5
"4234","Male","Yes",37,"Yes","Executive",0,"Average",5,2
"4235","Male","No",47,"No","Entertainment",1,"Low",1,5
"4237","Male","Yes",51,"No","Entertainment",1,"Average",5,3
"4238","Female","Yes",86,"No","Lawyer",1,"High",2,4
"4239","Female","Yes",56,"Yes","Entertainment",1,"Average",2,3
"4240","Male","Yes",59,"Yes","Artist",3,"Average",2,3
"4241","Male","Yes",33,"Yes","Doctor",0,"Average",2,3
"4244","Female","No",32,"No","Entertainment",3,"Low",6,5
"4245","Male","Yes",26,"No","Artist",3,"Low",2,5
"4247","Male","Yes",70,"Yes","Artist",1,"Low",2,5
"4248","Male","Yes",30,"No","Executive",5,"High",4,2
"4249","Male","Yes",37,"No","Executive",9,"High",6,2
"4250","Female","No",30,"Yes","Doctor",0,"Low",9,5
"4251","Female","No",23,"No","Doctor",0,"Low",3,5
"4252","Female","No",42,"Yes","Artist",0,"Low",2,5
"4253","Male","Yes",48,"No","Executive",1,"High",4,2
"4254","Male","No",28,"Yes","Healthcare",0,"Low",7,6
"4255","Female","Yes",65,"Yes","Artist",3,"Average",2,3
"4256","Female","No",28,"No","Doctor",0,"Low",5,5
"4258","Male","No",18,"No","Healthcare",1,"Low",4,6
"4259","Male","Yes",35,"Yes","Artist",4,"Average",2,3
"4260","Female","No",27,"No","Engineer",1,"Low",1,1
"4261","Male","Yes",68,"Yes","Entertainment",0,"Low",3,5
"4262","Male","Yes",52,"No","Engineer",0,"Average",6,1
"4263","Male","No",20,"No","Healthcare",5,"Low",5,6
"4264","Male","Yes",35,"Yes","Artist",7,"Low",3,5
"4265","Female","No",21,"Yes","Healthcare",0,"Low",4,6
"4266","Female","No",42,"No","Entertainment",1,"Low",3,5
"4267","Female","Yes",50,"Yes","Artist",0,"Average",2,3
"4269","Female","No",32,"No","Artist",1,"Low",6,5
"4270","Male","No",19,"No","Healthcare",8,"Low",5,6
"4271","Male","No",22,"No","Healthcare",0,"Low",4,6
"4272","Male","No",27,"Yes","Healthcare",1,"Low",3,6
"4273","Male","No",22,"No","Healthcare",0,"Low",4,6
"4274","Female","Yes",55,"Yes","Artist",1,"Average",3,3
"4275","Female","No",22,"No","Lawyer",8,"Low",1,4
"4277","Female","No",46,"Yes","Artist",1,"Low",1,5
"4278","Male","Yes",65,"Yes","Entertainment",3,"Low",3,5
"4279","Female","No",18,"No","Healthcare",0,"Low",4,6
"4280","Female","Yes",53,"Yes","Artist",2,"Average",4,3
"4282","Male","Yes",59,"No","Executive",0,"Low",5,2
"4283","Female","No",32,"Yes","Healthcare",8,"Low",3,6
"4284","Male","Yes",39,"Yes","Artist",1,"Average",3,3
"4285","Male","Yes",88,"No","Artist",7,"Low",1,5
"4286","Male","Yes",61,"Yes","Executive",9,"High",3,2
"4287","Male","No",21,"No","Healthcare",1,"Low",4,6
"4288","Male","No",31,"Yes","Healthcare",1,"Low",4,6
"4289","Male","Yes",58,"Yes","Artist",1,"Average",4,3
"4290","Female","No",27,"Yes","Marketing",3,"Low",3,5
"4291","Female","Yes",51,"Yes","Engineer",1,"Average",2,1
"4292","Female","Yes",48,"Yes","Engineer",0,"High",4,1
"4293","Male","No",25,"Yes","Executive",3,"Low",3,2
"4294","Male","Yes",89,"No","Executive",0,"High",2,2
"4296","Female","No",40,"Yes","Artist",6,"Low",1,5
"4297","Male","No",56,"Yes","Artist",2,"Low",1,5
"4298","Male","Yes",36,"Yes","Entertainment",9,"High",3,5
"4299","Female","No",38,"Yes","Doctor",5,"Low",5,5
"4300","Male","Yes",47,"Yes","Entertainment",1,"Low",4,5
"4301","Male","Yes",61,"Yes","Artist",1,"Average",4,3
"4302","Male","Yes",89,"Yes","Lawyer",0,"High",2,4
"4303","Male","Yes",55,"No","Homemaker",2,"Low",1,1
"4305","Female","Yes",43,"Yes","Artist",4,"Average",2,3
"4306","Male","No",28,"No","Doctor",10,"Low",3,5
"4307","Male","Yes",42,"No","Entertainment",0,"Average",4,3
"4310","Male","No",59,"Yes","Artist",1,"Low",1,5
"4313","Male","Yes",43,"Yes","Doctor",14,"Low",2,5
"4314","Female","No",42,"Yes","Marketing",10,"Low",3,5
"4315","Male","Yes",29,"No","Entertainment",7,"Average",2,3
"4317","Female","No",21,"No","Healthcare",8,"Low",7,6
"4318","Male","No",41,"Yes","Entertainment",7,"Low",2,5
"4319","Male","Yes",48,"Yes","Doctor",0,"Average",3,3
"4320","Male","No",31,"No","Healthcare",1,"Low",4,6
"4321","Male","No",26,"Yes","Doctor",4,"Low",3,5
"4322","Female","No",18,"No","Healthcare",0,"Low",5,6
"4324","Male","Yes",42,"Yes","Executive",1,"High",3,2
"4325","Female","Yes",52,"No","Engineer",9,"Average",5,1
"4326","Female","Yes",50,"Yes","Artist",4,"Average",2,3
"4329","Male","Yes",71,"Yes","Executive",0,"High",3,2
"4330","Female","Yes",59,"No","Entertainment",8,"Average",2,3
"4331","Female","Yes",85,"Yes","Lawyer",0,"High",2,4
"4332","Male","Yes",29,"No","Executive",1,"High",3,2
"4333","Male","Yes",43,"No","Executive",4,"Average",5,2
"4334","Female","No",52,"Yes","Artist",1,"Low",1,5
"4336","Female","No",59,"Yes","Doctor",0,"Low",4,5
"4337","Female","No",23,"No","Healthcare",1,"Low",3,6
"4338","Female","No",39,"Yes","Artist",0,"Low",1,5
"4339","Male","Yes",39,"Yes","Entertainment",1,"Average",2,3
"4340","Female","Yes",46,"Yes","Entertainment",5,"Low",2,5
"4341","Male","No",33,"No","Marketing",0,"Low",4,5
"4342","Male","Yes",53,"Yes","Executive",0,"High",4,2
"4344","Female","Yes",62,"Yes","Artist",1,"Low",1,5
"4345","Male","Yes",46,"Yes","Artist",1,"Average",5,3
"4346","Male","Yes",40,"Yes","Artist",0,"Average",2,3
"4347","Male","No",62,"Yes","Entertainment",1,"Low",4,5
"4349","Female","No",25,"No","Artist",1,"Low",3,5
"4351","Male","No",22,"No","Marketing",3,"Low",6,5
"4352","Female","Yes",47,"Yes","Artist",1,"High",6,5
"4353","Male","Yes",68,"Yes","Artist",0,"High",2,5
"4354","Male","No",25,"No","Entertainment",5,"Low",2,5
"4356","Male","Yes",27,"No","Executive",0,"Low",6,2
"4357","Male","Yes",38,"Yes","Entertainment",2,"Average",3,3
"4359","Female","Yes",46,"No","Artist",5,"Low",5,5
"4360","Female","Yes",37,"Yes","Artist",1,"Low",2,5
"4361","Female","Yes",41,"Yes","Artist",0,"Average",2,3
"4362","Female","No",29,"No","Artist",1,"Low",1,5
"4363","Female","No",19,"No","Entertainment",1,"Low",5,5
"4364","Male","Yes",82,"No","Executive",1,"High",2,2
"4365","Female","Yes",48,"Yes","Doctor",1,"Low",1,5
"4366","Male","Yes",67,"Yes","Artist",1,"High",2,5
"4367","Female","Yes",77,"Yes","Lawyer",0,"High",2,4
"4371","Male","Yes",61,"Yes","Artist",0,"Low",1,5
"4372","Male","Yes",46,"Yes","Artist",0,"Average",5,3
"4374","Male","Yes",39,"Yes","Artist",0,"Average",3,3
"4375","Female","Yes",89,"Yes","Artist",0,"High",3,4
"4378","Female","Yes",47,"Yes","Engineer",0,"Average",2,1
"4379","Female","No",22,"No","Healthcare",0,"Low",3,6
"4380","Female","No",42,"Yes","Artist",7,"Low",3,5
"4381","Male","Yes",69,"Yes","Artist",0,"High",2,5
"4382","Female","No",30,"Yes","Entertainment",0,"Low",5,5
"4383","Male","Yes",39,"No","Executive",12,"High",7,2
"4384","Male","No",27,"No","Artist",1,"Low",1,5
"4385","Male","Yes",30,"No","Engineer",1,"Average",3,1
"4386","Male","Yes",47,"Yes","Executive",7,"High",4,2
"4387","Female","Yes",81,"No","Lawyer",0,"High",2,4
"4388","Male","Yes",42,"No","Doctor",0,"Average",3,3
"4389","Female","No",43,"Yes","Artist",1,"Low",1,5
"4390","Female","No",31,"No","Entertainment",11,"Low",5,5
"4391","Female","Yes",39,"Yes","Artist",8,"Average",3,3
"4392","Female","Yes",57,"Yes","Artist",0,"Average",4,3
"4395","Female","No",31,"No","Healthcare",0,"Low",3,6
"4396","Female","No",28,"Yes","Engineer",1,"Low",6,1
"4397","Male","Yes",58,"Yes","Artist",0,"Average",2,3
"4398","Male","Yes",71,"Yes","Lawyer",0,"High",2,4
"4399","Female","Yes",36,"Yes","Homemaker",0,"Average",2,1
"4400","Female","No",43,"Yes","Artist",1,"Low",3,5
"4401","Male","Yes",69,"Yes","Artist",1,"Low",2,5
"4402","Male","Yes",77,"Yes","Lawyer",0,"Low",1,4
"4403","Male","Yes",50,"Yes","Artist",1,"Average",4,3
"4404","Female","Yes",50,"Yes","Artist",1,"Average",4,3
"4405","Female","No",40,"Yes","Healthcare",6,"Low",2,6
"4406","Female","Yes",43,"Yes","Engineer",9,"Average",2,1
"4409","Female","Yes",65,"Yes","Lawyer",0,"High",3,4
"4410","Female","Yes",46,"Yes","Artist",0,"Average",4,3
"4411","Male","Yes",35,"No","Entertainment",1,"Average",4,3
"4412","Female","Yes",86,"No","Lawyer",0,"High",2,4
"4413","Male","No",63,"No","Entertainment",7,"Low",1,5
"4414","Female","Yes",40,"Yes","Artist",9,"Average",5,3
"4415","Female","Yes",55,"Yes","Artist",10,"Low",1,5
"4416","Male","No",37,"Yes","Healthcare",1,"Low",4,6
"4417","Male","No",31,"Yes","Artist",0,"Low",1,5
"4418","Male","No",28,"Yes","Healthcare",4,"Low",4,6
"4419","Female","Yes",48,"Yes","Engineer",1,"High",3,1
"4421","Male","Yes",57,"Yes","Artist",1,"Average",5,3
"4424","Male","Yes",81,"Yes","Lawyer",1,"Low",1,4
"4425","Female","No",21,"No","Marketing",1,"Low",8,5
"4426","Female","No",33,"Yes","Healthcare",1,"Low",2,6
"4427","Male","No",38,"Yes","Artist",0,"Low",2,5
"4429","Female","No",33,"Yes","Artist",10,"Low",1,5
"4430","Male","Yes",38,"Yes","Artist",8,"Average",2,3
"4431","Female","Yes",39,"Yes","Artist",1,"Average",4,3
"4432","Female","Yes",59,"Yes","Artist",0,"High",2,5
"4434","Male","Yes",80,"Yes","Lawyer",1,"Low",1,4
"4435","Male","Yes",42,"No","Entertainment",6,"Low",3,5
"4436","Male","Yes",75,"Yes","Lawyer",2,"Low",1,4
"4437","Female","No",29,"No","Engineer",9,"Low",2,1
"4438","Female","No",33,"Yes","Engineer",1,"Low",2,1
"4439","Female","Yes",63,"Yes","Artist",1,"Low",2,5
"4440","Male","No",33,"Yes","Entertainment",9,"Low",6,5
"4441","Male","No",22,"No","Healthcare",8,"Low",4,6
"4442","Male","Yes",36,"Yes","Artist",8,"Average",2,3
"4443","Female","Yes",53,"Yes","Artist",0,"Average",3,3
"4444","Male","Yes",35,"Yes","Entertainment",6,"Low",5,5
"4445","Female","Yes",29,"Yes","Healthcare",6,"Average",2,3
"4446","Female","Yes",31,"Yes","Healthcare",0,"Low",1,6
"4447","Male","Yes",38,"Yes","Artist",0,"Low",4,5
"4448","Male","No",22,"No","Healthcare",9,"Low",8,6
"4449","Female","Yes",57,"Yes","Artist",1,"Average",3,3
"4450","Female","Yes",42,"No","Engineer",1,"Average",6,1
"4452","Female","Yes",77,"Yes","Lawyer",6,"High",2,4
"4453","Male","Yes",79,"Yes","Lawyer",1,"High",2,4
"4454","Male","Yes",53,"Yes","Healthcare",3,"High",4,6
"4455","Female","Yes",42,"Yes","Artist",1,"Low",2,5
"4456","Female","No",72,"Yes","Artist",1,"Low",2,5
"4457","Male","Yes",71,"No","Executive",1,"Average",2,2
"4458","Female","No",25,"No","Engineer",9,"Low",1,1
"4460","Male","Yes",61,"Yes","Executive",0,"Low",3,2
"4461","Male","Yes",48,"Yes","Doctor",5,"Average",3,3
"4462","Female","No",28,"No","Healthcare",0,"Low",4,6
"4463","Female","Yes",43,"Yes","Entertainment",0,"Average",2,3
"4465","Male","Yes",82,"Yes","Lawyer",0,"High",2,4
"4466","Male","Yes",40,"Yes","Artist",14,"Low",1,5
"4467","Male","No",32,"No","Healthcare",9,"Low",3,6
"4470","Female","No",21,"No","Healthcare",3,"Low",2,6
"4471","Female","No",28,"No","Entertainment",10,"Low",2,5
"4472","Male","Yes",43,"Yes","Artist",3,"Average",3,3
"4473","Female","Yes",38,"No","Engineer",0,"Average",5,1
"4474","Male","Yes",63,"Yes","Artist",5,"Average",4,3
"4475","Male","Yes",25,"Yes","Artist",3,"Average",2,3
"4476","Male","Yes",41,"Yes","Artist",8,"Average",3,3
"4478","Male","Yes",37,"Yes","Artist",1,"Average",3,3
"4479","Female","Yes",57,"No","Engineer",0,"Low",1,1
"4480","Male","Yes",86,"Yes","Healthcare",0,"Low",1,5
"4481","Male","Yes",56,"No","Executive",1,"High",8,2
"4482","Female","No",27,"Yes","Homemaker",9,"Low",1,1
"4483","Male","Yes",70,"No","Executive",1,"High",2,2
"4484","Female","No",22,"No","Healthcare",8,"Low",4,6
"4485","Male","Yes",35,"Yes","Doctor",5,"High",2,5
"4486","Male","No",31,"No","Healthcare",2,"Low",2,6
"4487","Male","Yes",40,"Yes","Artist",1,"Average",4,3
"4488","Female","Yes",43,"Yes","Artist",0,"Low",2,5
"4489","Female","Yes",38,"No","Engineer",9,"Low",2,1
"4491","Female","No",28,"No","Entertainment",1,"Low",4,5
"4493","Female","No",48,"Yes","Artist",1,"Low",1,5
"4494","Female","Yes",41,"Yes","Artist",8,"Average",2,3
"4495","Female","No",29,"No","Healthcare",0,"Low",3,6
"4496","Male","Yes",45,"No","Artist",1,"Average",3,3
"4498","Female","No",41,"Yes","Entertainment",5,"Low",2,5
"4499","Female","Yes",28,"No","Homemaker",9,"High",3,1
"4501","Female","Yes",69,"Yes","Lawyer",1,"High",2,4
"4502","Male","Yes",53,"Yes","Artist",1,"Average",3,3
"4504","Female","Yes",81,"Yes","Lawyer",1,"High",2,4
"4505","Male","Yes",48,"Yes","Doctor",9,"Average",5,3
"4506","Female","Yes",45,"Yes","Artist",8,"Average",2,3
"4508","Male","Yes",57,"No","Entertainment",0,"High",3,5
"4510","Male","No",27,"No","Entertainment",0,"Low",3,5
"4511","Female","No",27,"Yes","Entertainment",8,"Low",3,5
"4512","Male","Yes",30,"Yes","Healthcare",1,"High",2,6
"4513","Female","No",21,"No","Healthcare",1,"Low",4,6
"4514","Male","No",38,"Yes","Entertainment",1,"Low",2,5
"4515","Male","Yes",57,"No","Marketing",1,"High",3,5
"4516","Female","Yes",78,"Yes","Lawyer",1,"High",2,4
"4517","Female","Yes",46,"Yes","Homemaker",8,"Average",3,1
"4518","Male","Yes",75,"No","Executive",1,"High",2,2
"4521","Female","Yes",52,"Yes","Engineer",4,"Low",1,1
"4522","Female","No",25,"No","Homemaker",0,"Low",3,1
"4524","Male","Yes",31,"Yes","Healthcare",2,"Low",2,6
"4525","Female","No",18,"No","Healthcare",1,"Low",4,6
"4527","Female","Yes",59,"Yes","Artist",3,"High",5,5
"4528","Male","Yes",39,"Yes","Artist",0,"Average",2,3
"4530","Female","No",25,"Yes","Artist",9,"Low",1,5
"4531","Female","Yes",47,"No","Artist",7,"Low",1,5
"4532","Male","Yes",32,"Yes","Entertainment",1,"Low",2,5
"4533","Female","Yes",38,"No","Doctor",1,"Average",2,3
"4534","Male","Yes",52,"Yes","Artist",3,"Average",4,3
"4535","Male","No",21,"No","Healthcare",0,"Low",6,6
"4536","Male","Yes",70,"No","Lawyer",0,"Low",1,4
"4537","Male","No",31,"No","Healthcare",8,"Low",4,6
"4538","Female","No",23,"No","Doctor",0,"Low",4,5
"4539","Male","No",33,"No","Marketing",1,"Low",3,5
"4541","Female","Yes",77,"Yes","Lawyer",1,"High",2,4
"4542","Female","Yes",42,"Yes","Engineer",8,"Low",2,1
"4543","Male","Yes",73,"Yes","Healthcare",1,"Average",3,3
"4544","Female","Yes",40,"Yes","Engineer",1,"Average",6,1
"4545","Female","No",33,"Yes","Artist",0,"Low",3,5
"4546","Male","No",18,"No","Healthcare",0,"Low",3,6
"4551","Male","Yes",59,"Yes","Artist",1,"Low",2,5
"4552","Female","No",32,"No","Healthcare",8,"Low",4,6
"4554","Female","Yes",46,"Yes","Artist",1,"Low",1,5
"4555","Male","Yes",53,"Yes","Entertainment",1,"Low",3,5
"4556","Male","Yes",41,"Yes","Artist",1,"Average",3,3
"4557","Male","No",21,"No","Healthcare",1,"Low",3,6
"4558","Male","Yes",62,"No","Executive",0,"High",2,2
"4560","Female","No",58,"Yes","Engineer",1,"Low",1,1
"4561","Male","Yes",36,"Yes","Artist",4,"Low",1,5
"4562","Female","No",28,"Yes","Entertainment",0,"Low",2,5
"4563","Female","Yes",47,"Yes","Doctor",1,"Average",4,3
"4567","Female","Yes",46,"Yes","Artist",0,"High",4,5
"4568","Male","Yes",49,"Yes","Artist",0,"Average",2,3
"4569","Male","No",33,"No","Healthcare",0,"Low",5,6
"4570","Female","Yes",49,"Yes","Homemaker",8,"Average",2,1
"4571","Male","Yes",25,"Yes","Artist",9,"Low",4,5
"4572","Male","Yes",80,"Yes","Executive",3,"Low",1,2
"4573","Male","No",36,"Yes","Healthcare",8,"Low",4,6
"4574","Male","No",26,"No","Engineer",7,"Low",1,1
"4575","Female","Yes",45,"No","Doctor",1,"Low",1,5
"4577","Female","Yes",69,"Yes","Artist",0,"Low",2,5
"4578","Male","Yes",53,"Yes","Entertainment",1,"Average",4,3
"4579","Male","Yes",41,"Yes","Artist",8,"High",2,5
"4580","Male","Yes",43,"No","Executive",1,"Low",4,2
"4581","Female","Yes",51,"Yes","Artist",1,"Average",2,3
"4582","Male","Yes",45,"Yes","Artist",1,"Average",6,3
"4583","Male","Yes",50,"Yes","Executive",4,"High",3,2
"4584","Male","Yes",57,"Yes","Doctor",0,"Average",4,3
"4585","Male","Yes",70,"Yes","Lawyer",3,"High",2,4
"4586","Female","Yes",59,"No","Artist",1,"Low",3,5
"4588","Female","No",30,"Yes","Healthcare",0,"Low",5,6
"4590","Male","No",40,"Yes","Artist",7,"Low",1,5
"4591","Male","Yes",74,"No","Lawyer",0,"Low",1,4
"4592","Male","No",33,"No","Marketing",0,"Low",3,5
"4593","Female","Yes",63,"Yes","Marketing",2,"Low",1,5
"4595","Female","Yes",60,"No","Lawyer",1,"Average",3,4
"4597","Male","No",31,"Yes","Doctor",3,"Low",4,5
"4598","Female","Yes",28,"Yes","Homemaker",9,"Average",2,1
"4599","Female","Yes",37,"No","Entertainment",1,"Average",2,3
"4600","Male","Yes",70,"No","Lawyer",0,"High",2,4
"4601","Male","Yes",78,"No","Entertainment",0,"Low",2,5
"4603","Female","No",38,"Yes","Artist",8,"Low",8,5
"4604","Male","No",19,"No","Entertainment",0,"Low",3,5
"4605","Female","Yes",28,"No","Doctor",9,"Low",1,5
"4606","Female","Yes",73,"No","Executive",0,"Low",3,2
"4607","Male","Yes",84,"No","Lawyer",1,"High",2,4
"4608","Male","No",21,"No","Healthcare",7,"Low",4,6
"4609","Male","Yes",79,"No","Lawyer",0,"High",2,4
"4612","Male","Yes",42,"Yes","Artist",0,"Average",3,3
"4613","Male","Yes",55,"Yes","Homemaker",0,"Low",4,1
"4614","Male","Yes",41,"Yes","Artist",0,"Low",2,5
"4616","Male","Yes",72,"Yes","Executive",1,"High",4,2
"4619","Male","Yes",56,"Yes","Artist",0,"Low",2,5
"4621","Male","Yes",83,"No","Executive",0,"Low",7,2
"4622","Male","Yes",48,"Yes","Artist",1,"Average",2,3
"4623","Female","Yes",47,"Yes","Doctor",1,"Average",2,3
"4624","Female","Yes",47,"Yes","Doctor",1,"Average",2,3
"4625","Female","Yes",83,"No","Lawyer",1,"High",2,4
"4626","Female","Yes",38,"No","Engineer",1,"Low",1,1
"4627","Male","No",29,"Yes","Healthcare",3,"Low",3,6
"4628","Male","Yes",50,"Yes","Entertainment",0,"Average",4,3
"4629","Female","Yes",52,"No","Engineer",6,"Average",4,1
"4631","Male","No",33,"Yes","Entertainment",1,"Low",8,5
"4632","Male","Yes",36,"No","Executive",1,"High",6,2
"4633","Male","Yes",65,"No","Entertainment",7,"Average",4,3
"4634","Female","No",25,"No","Marketing",1,"Low",9,5
"4635","Male","Yes",27,"No","Entertainment",4,"Low",4,5
"4636","Male","Yes",22,"No","Doctor",1,"Low",4,5
"4637","Male","Yes",51,"No","Engineer",0,"Average",3,1
"4638","Female","No",42,"Yes","Entertainment",1,"Low",1,5
"4640","Female","No",23,"No","Healthcare",1,"Low",3,6
"4641","Male","Yes",80,"Yes","Lawyer",0,"High",2,4
"4642","Female","Yes",40,"Yes","Entertainment",12,"Low",6,5
"4643","Female","Yes",48,"Yes","Artist",0,"Average",2,3
"4644","Female","No",55,"Yes","Artist",3,"Low",1,5
"4645","Male","Yes",36,"Yes","Entertainment",1,"Low",3,5
"4646","Male","Yes",41,"Yes","Artist",12,"Average",2,3
"4647","Female","No",32,"Yes","Artist",0,"Low",3,5
"4648","Male","Yes",37,"Yes","Entertainment",8,"Average",2,3
"4649","Male","No",30,"No","Healthcare",0,"Low",2,6
"4650","Female","Yes",79,"Yes","Lawyer",1,"Low",1,4
"4651","Male","Yes",65,"Yes","Artist",0,"Average",4,3
"4652","Male","Yes",49,"Yes","Executive",0,"High",4,2
"4653","Male","Yes",53,"Yes","Artist",1,"Average",4,3
"4654","Male","No",20,"No","Healthcare",8,"Low",5,6
"4655","Female","Yes",78,"No","Lawyer",1,"High",2,4
"4656","Male","No",32,"Yes","Doctor",6,"Low",5,5
"4657","Male","No",23,"No","Healthcare",3,"Low",2,6
"4658","Female","Yes",40,"Yes","Artist",1,"Average",2,3
"4659","Female","No",30,"No","Engineer",0,"Low",3,1
"4660","Male","Yes",45,"Yes","Entertainment",0,"Low",4,5
"4661","Male","Yes",25,"No","Healthcare",1,"Average",2,6
"4662","Female","No",20,"No","Healthcare",0,"Low",4,6
"4664","Female","No",27,"Yes","Healthcare",1,"Low",3,6
